1,1,1,1,1,1,1,2,1,1
4,4,4,4,1,1,1,1,1,1
1,6,1,1,1,4,4,1,1,2
1,2,1,1,1,2,1,1,1,2
4,1,1,1,1,1,1,1,1,2
4,4,4,4,4,4,4,4,4,1
4,4,4,4,6,6,6,6,6,7
6,6,6,6,6,6,6,6,6,7
6,6,6,1,1,6,6,6,6,7
6,6,7,1,1,6,6,6,6,7
