1,1,1,1,1,2,3,3,1,1
4,4,4,4,1,2,3,3,1,1
1,6,1,1,1,2,3,5,5,5
1,2,1,1,1,2,1,1,8,3
4,1,1,1,1,1,1,1,3,5
4,4,4,4,6,7,8,5,5,5
6,6,6,6,6,7,8,8,8,8
6,6,6,6,6,7,8,8,8,8
6,6,6,1,1,7,8,8,8,8
6,6,7,1,1,7,8,8,8,8
